Kp:	0.2	Ki:	0	Kd:	0.4
cte	steer_value
-1.5591	0.27898	19.7922
-1.4636	0.25452	19.7185
-1.3554	0.2278	19.7958
-1.2361	0.1995	19.7379
-1.1509	0.1961	19.7483
-1.0158	0.14912	19.8051
-0.8724	0.11712	19.7696
-0.7751	0.1161	19.7757
-0.6508	0.08044	19.8156
-0.584	0.09008	19.8162
-0.4943	0.06298	19.7899
-0.4003	0.04246	19.8185
-0.3027	0.0215	19.7962
-0.2362	0.02064	19.7981
-0.1351	-0.01342	19.8208
-0.0326	-0.03448	19.8028
0.036	-0.03464	19.8035
0.1382	-0.06852	19.8184
0.2395	-0.08842	19.8072
0.3389	-0.10754	19.8159
0.4352	-0.12556	19.8078
0.4973	-0.1243	19.8075
0.5865	-0.15298	19.8061
0.671	-0.168	19.8073
0.7243	-0.16618	19.8059
0.7987	-0.1895	19.797
0.8609	-0.19706	19.8039
0.8766	-0.1816	19.8023
0.8709	-0.1719	19.7883
0.8567	-0.16566	19.8021
0.8435	-0.16342	19.803
0.8187	-0.15382	19.7898
0.7876	-0.14508	19.806
0.7508	-0.13544	19.7914
0.7231	-0.13354	19.7927
0.6775	-0.11726	19.8117
0.6443	-0.11558	19.8128
0.5911	-0.09694	19.7974
0.5337	-0.08378	19.8166
0.4728	-0.0702	19.8007
0.4306	-0.06924	19.8024
0.3654	-0.047	19.8197
0.2982	-0.03276	19.8065
0.2525	-0.03222	19.8074
0.1835	-0.0091	19.8213
0.1441	-0.01306	19.8216
0.0507	0.02722	19.8114
-0.0552	0.0534	19.8219
-0.1201	0.04998	19.8211
-0.2148	0.08084	19.8125
-0.3065	0.09798	19.8166
-0.3654	0.09664	19.8148
-0.4494	0.12348	19.8104
-0.5286	0.1374	19.809
-0.5781	0.13542	19.8068
-0.6466	0.15672	19.8072
-0.7086	0.16652	19.8002
-0.7459	0.1641	19.7977
-0.7951	0.1787	19.8046
-0.8236	0.17612	19.8046
-0.8593	0.18614	19.7889
-0.8865	0.18818	19.8034
-0.9052	0.18852	19.785
-0.9127	0.18554	19.7838
-0.9166	0.18488	19.8032
-0.9118	0.18044	19.7823
-0.9038	0.17756	19.7821
-0.8847	0.1693	19.8055
-0.8574	0.16056	19.7834
-0.8346	0.1578	19.7842
-0.7942	0.14268	19.8097
-0.7464	0.13016	19.7877
-0.7106	0.1278	19.7891
-0.6517	0.10678	19.8148
-0.609	0.10472	19.816
-0.5407	0.08082	19.7961
-0.4671	0.06398	19.82
-0.3893	0.04674	19.801
-0.3355	0.04558	19.8028
-0.2524	0.01724	19.8238
-0.1956	0.0164	19.8245
-0.1093	-0.01266	19.8088
-0.023	-0.02992	19.8257
0.0374	-0.03164	19.8259
0.1198	-0.05692	19.8129
0.2024	-0.07352	19.8246
0.2566	-0.073	19.824
0.3356	-0.09872	19.8149
0.4123	-0.11314	19.8212
0.4616	-0.11204	19.82
0.5319	-0.1345	19.8116
0.598	-0.14604	19.8141
0.6393	-0.14438	19.8129
0.6964	-0.16212	19.8116
0.7479	-0.17018	19.8089
0.7788	-0.16812	19.8071
0.8194	-0.18012	19.8094
0.8534	-0.18428	19.8014
0.8803	-0.18682	19.8101
0.8942	-0.1844	19.8098
0.9089	-0.18766	19.7965
0.9162	-0.18616	19.8105
0.9171	-0.18378	19.811
0.9125	-0.18066	19.7958
0.9054	-0.17824	19.796
0.8888	-0.17112	19.8146
0.8654	-0.16372	19.798
0.8461	-0.1615	19.7992
0.8119	-0.1487	19.8207
0.7717	-0.13826	19.8034
0.7256	-0.12668	19.8257
0.6921	-0.12502	19.8289
0.638	-0.10596	19.8104
0.5795	-0.0925	19.83
0.5173	-0.07858	19.8153
0.474	-0.07748	19.8172
0.4071	-0.05466	19.8355
0.3664	-0.057	19.8352
0.3289	-0.05078	19.8232
0.2816	-0.0374	19.824
0.2287	-0.02458	19.8375
0.1992	-0.02804	19.838
0.1569	-0.01446	19.8276
0.1141	-0.0057	19.8383
0.0714	0.0028	19.8302
0.0432	0.00264	19.8309
-0.0257	0.0327	19.8386
-0.0658	0.0292	19.8339
-0.1041	0.03614	19.8378
-0.1401	0.04242	19.8353
-0.174	0.04836	19.8376
-0.1952	0.04752	19.8375
-0.2245	0.05662	19.837
-0.2511	0.06086	19.8372
-0.2671	0.05982	19.8371
-0.2882	0.06608	19.8389
-0.3061	0.06838	19.8367
-0.316	0.06716	19.8367
-0.3277	0.07022	19.8409
-0.3359	0.07046	19.8366
-0.3393	0.06922	19.8365
-0.3411	0.06894	19.8435
-0.3393	0.06714	19.8366
-0.3336	0.06444	19.8455
-0.3244	0.0612	19.8372
-0.3116	0.0572	19.8478
-0.3012	0.05608	19.8487
-0.283	0.04932	19.8392
-0.2615	0.0437	19.8503
-0.2456	0.04276	19.851
-0.2195	0.03346	19.8419
-0.1908	0.02668	19.8528
-0.16	0.01968	19.8439
-0.1271	0.01226	19.8545
-0.0927	0.00478	19.8463
-0.0569	-0.00294	19.8559
-0.0325	-0.00326	19.8564
0.0046	-0.01576	19.849
0.0424	-0.0236	19.8581
0.0676	-0.0236	19.8584
0.1052	-0.03608	19.8509
0.1426	-0.04348	19.8594
0.1792	-0.05048	19.8521
0.2148	-0.0572	19.86
0.249	-0.06348	19.8536
0.2708	-0.06288	19.8542
0.302	-0.07288	19.8591
0.3311	-0.07786	19.8557
0.3493	-0.07714	19.8559
0.3744	-0.08492	19.8587
0.3969	-0.08838	19.8574
0.4238	-0.09552	19.8584
0.4725	-0.11398	19.856
0.5171	-0.12126	19.8566
0.5587	-0.12838	19.8546
0.6487	-0.16574	19.8545
0.734	-0.18092	19.8532
0.7874	-0.17884	19.8503
0.8612	-0.20176	19.849
0.9278	-0.2122	19.8419
0.9678	-0.20956	19.8384
1.0204	-0.22512	19.8431
1.0647	-0.23066	19.8296
1.0999	-0.23406	19.8409
1.1183	-0.23102	19.8402
1.1381	-0.23554	19.8207
1.1461	-0.23242	19.8197
1.1503	-0.23174	19.8403
1.1453	-0.22706	19.818
1.1309	-0.22042	19.843
1.1164	-0.21748	19.8445
1.0874	-0.20588	19.8192
1.0497	-0.19486	19.8448
1.004	-0.18252	19.8254
0.9692	-0.17992	19.8276
0.9111	-0.15898	19.8537
0.8462	-0.14328	19.8351
0.7892	-0.13504	19.8587
0.7624	-0.14176	19.8409
0.7631	-0.1529	19.8423
0.7807	-0.16318	19.8628
0.7977	-0.16634	19.8447
0.8056	-0.16428	19.8448
0.8121	-0.16502	19.864
0.8124	-0.1626	19.8429
0.8062	-0.15876	19.8649
0.7939	-0.15386	19.8435
0.7823	-0.15182	19.845
0.7599	-0.14302	19.8652
0.7318	-0.13512	19.8467
0.6982	-0.1262	19.8664
0.673	-0.12452	19.8668
0.6314	-0.10964	19.8524
0.585	-0.09844	19.8683
0.5519	-0.09714	19.8698
0.4994	-0.07888	19.8554
0.4434	-0.06628	19.872
0.4045	-0.06534	19.8727
0.3445	-0.0449	19.8597
0.3034	-0.04424	19.8606
0.2407	-0.02306	19.8738
0.177	-0.00992	19.8653
0.1128	0.00312	19.8714
0.0489	0.01578	19.868
0.0068	0.01548	19.8689
-0.0551	0.03578	19.8679
-0.1155	0.04726	19.8723
-0.1738	0.05808	19.8649
-0.2112	0.0572	19.8645
-0.2643	0.0741	19.8724
-0.298	0.07308	19.8725
-0.3077	0.06542	19.8612
-0.2152	0.00604	19.8728
-0.0982	-0.02716	19.8734
0.1131	-0.10714	19.8617
0.3331	-0.15462	19.8733
0.5495	-0.19646	19.8544
0.6904	-0.19444	19.8487
0.895	-0.26084	19.8386
1.027	-0.2582	19.8335
1.2163	-0.31898	19.8195
1.3954	-0.35072	19.8078
1.5081	-0.3467	19.795
1.6649	-0.3957	19.7898
1.8076	-0.4186	19.7583
1.9344	-0.4376	19.7673
2.0093	-0.43182	19.7596
2.1067	-0.4603	19.7054
2.2086	-0.48248	19.6911
2.2473	-0.46494	19.6806
2.2771	-0.46734	19.6667
2.3056	-0.47252	19.7226
2.3138	-0.46604	19.7253
2.305	-0.45748	19.7268
2.276	-0.4436	19.6336
2.2463	-0.43738	19.6316
2.1867	-0.4135	19.7306
2.1373	-0.4077	19.7334
2.0498	-0.37496	19.6408
1.9824	-0.36952	19.6441
1.8691	-0.3285	19.7493
1.7417	-0.29738	19.6616
1.6517	-0.29434	19.6686
1.5562	-0.27304	19.6769
1.4029	-0.21926	19.7641
1.2389	-0.18218	19.6998
1.1246	-0.1792	19.7096
0.9477	-0.11878	19.7673
0.7646	-0.07968	19.7303
0.6401	-0.07822	19.7356
0.4515	-0.01486	19.7642
0.2609	0.02406	19.749
0.1336	0.0242	19.7494
-0.0377	0.07606	19.7548
-0.1443	0.0715	19.7493
-0.1529	0.03402	19.7469
-0.0988	-0.00188	19.7452
-0.0319	-0.02038	19.7455
0.0704	-0.055	19.7486
0.1383	-0.05482	19.7487
0.2385	-0.08778	19.7496
0.3042	-0.08712	19.7504
0.4002	-0.11844	19.7476
0.4928	-0.1356	19.7477
0.5814	-0.15172	19.7442
0.6376	-0.15	19.7427
0.7169	-0.1751	19.7431
0.7906	-0.1876	19.7395
0.8576	-0.19832	19.7411
0.8983	-0.19594	19.741
0.9529	-0.21242	19.7287
0.9997	-0.21866	19.7407
1.0384	-0.22316	19.7246
1.0684	-0.22568	19.7395
1.0835	-0.22274	19.7394
1.0989	-0.22594	19.7194
1.1054	-0.22368	19.7405
1.1048	-0.22072	19.741
1.0967	-0.2161	19.7187
1.0799	-0.20926	19.7409
1.064	-0.20644	19.7423
1.0334	-0.19444	19.7242
1.0086	-0.1918	19.7255
0.965	-0.17556	19.7466
0.9142	-0.16252	19.7315
0.8564	-0.14816	19.7494
0.8145	-0.14614	19.7514
0.7702	-0.13632	19.7536
0.6993	-0.1115	19.741
0.6233	-0.09426	19.7583
0.5703	-0.09286	19.7599
0.4883	-0.06486	19.7493
0.4031	-0.04654	19.7628
0.345	-0.04576	19.7639
0.2572	-0.01632	19.756
0.1715	-2e-05	19.7651
0.1304	-0.00964	19.7654
0.1349	-0.02878	19.7647
0.0822	0.00464	19.762
0.112	-0.03432	19.766
0.1435	-0.0413	19.7667
0.1644	-0.04124	19.7677
0.1946	-0.051	19.7663
0.2237	-0.05638	19.7696
0.2424	-0.05596	19.7707
0.2602	-0.05916	19.7715
0.2855	-0.06722	19.7678
0.3091	-0.07126	19.7728
0.3236	-0.07052	19.7727
0.3434	-0.0766	19.7724
0.3611	-0.0793	19.7737
0.3714	-0.0784	19.7742
0.3847	-0.08226	19.7754
0.3954	-0.08336	19.7753
0.401	-0.08244	19.7758
0.407	-0.0838	19.7787
0.4104	-0.08344	19.7772
0.411	-0.08244	19.7778
0.4095	-0.0813	19.782
0.407	-0.0804	19.7829
0.401	-0.0778	19.7803
0.3955	-0.0769	19.781
0.387	-0.074	19.7839
0.4377	-0.10782	19.7853
0.4584	-0.09996	19.7862
0.542	-0.14184	19.7857
0.6385	-0.1663	19.7867
0.7006	-0.16496	19.7842
0.7878	-0.19244	19.7779
0.8422	-0.1902	19.7792
0.9175	-0.21362	19.7704
0.9633	-0.21098	19.7683
1.0249	-0.22962	19.7752
1.078	-0.23684	19.761
1.1084	-0.23384	19.7585
1.1459	-0.24418	19.7718
1.1739	-0.24598	19.7527
1.192	-0.24564	19.772
1.1987	-0.24242	19.7724
1.2006	-0.24088	19.7486
1.1926	-0.23532	19.7752
1.1821	-0.23222	19.7766
1.1585	-0.22226	19.7517
1.1258	-0.21208	19.7783
1.0847	-0.2005	19.7548
1.0352	-0.18724	19.7844
0.9979	-0.18466	19.7849
0.9364	-0.16268	19.7644
0.8678	-0.14612	19.7897
0.8187	-0.1441	19.7909
0.7406	-0.11688	19.774
0.6857	-0.11518	19.7764
0.5997	-0.08554	19.7943
0.5098	-0.066	19.7818
0.4482	-0.065	19.7831
0.354	-0.03312	19.7986
0.2581	-0.01326	19.7882
0.1612	0.00652	19.7995
0.0647	0.02566	19.7915
-0.031	0.04448	19.798
-0.0938	0.04388	19.7971
-0.1855	0.07378	19.7932
-0.2698	0.08768	19.794
-0.3173	0.08246	19.7935
-0.3281	0.06994	19.7932
-0.306	0.05236	19.7885
-0.2741	0.04206	19.7888
-0.2193	0.02194	19.7957
-0.1622	0.0096	19.7922
-0.1032	-0.00296	19.7979
-0.0634	-0.00324	19.7985
-0.0033	-0.02338	19.7946
0.0574	-0.03576	19.8018
0.1179	-0.04778	19.797
0.1579	-0.04758	19.7974
0.2167	-0.06686	19.8031
0.274	-0.07772	19.798
0.3112	-0.07712	19.7982
0.3648	-0.0944	19.8021
0.399	-0.09348	19.8016
0.4476	-0.10896	19.8011
0.493	-0.11676	19.8005
0.5211	-0.11546	19.8
0.5716	-0.13452	19.7984
0.594	-0.12776	19.7982
0.6233	-0.13638	19.8031
0.6402	-0.1348	19.8039
0.6614	-0.14076	19.796
0.6774	-0.14188	19.8052
0.6883	-0.14202	19.7957
0.6926	-0.14024	19.7956
0.6945	-0.13966	19.8073
0.6912	-0.13692	19.796
0.6825	-0.13302	19.8095
0.6689	-0.12834	19.7972
0.657	-0.12664	19.7978
0.6351	-0.11826	19.8126
0.6087	-0.11118	19.8022
0.5778	-0.1032	19.8133
0.5549	-0.10182	19.814
0.5177	-0.08866	19.807
0.4769	-0.07906	19.8151
0.4479	-0.07798	19.8155
0.4023	-0.06222	19.8128
0.3704	-0.06132	19.8133
0.321	-0.04444	19.8189
0.2785	-0.0387	19.816
0.2611	-0.04526	19.8205
0.2727	-0.05918	19.8191
0.2952	-0.06804	19.8199
0.3496	-0.09168	19.8227
0.3869	-0.0923	19.8233
0.44	-0.10924	19.8189
0.4736	-0.10816	19.8184
0.5053	-0.11374	19.8176
0.5495	-0.12758	19.8243
0.5767	-0.12622	19.8245
0.6018	-0.1304	19.8243
0.6355	-0.14058	19.8142
0.6552	-0.13892	19.8138
0.6726	-0.14148	19.813
0.6942	-0.14748	19.8259
0.7107	-0.14874	19.8119
0.7185	-0.14682	19.8115
0.7255	-0.1479	19.8273
0.727	-0.146	19.8274
0.7247	-0.14402	19.8133
0.7201	-0.14218	19.8133
0.7086	-0.13712	19.8278
0.698	-0.13536	19.8281
0.6851	-0.13186	19.8284
0.6616	-0.12292	19.8179
0.6331	-0.11522	19.8294
0.6001	-0.10682	19.8199
0.5757	-0.10538	19.8206
0.5497	-0.09954	19.8216
0.5074	-0.08456	19.8347
0.4617	-0.07406	19.8245
0.4295	-0.07302	19.8256
0.3792	-0.05572	19.8375
0.3444	-0.05496	19.8382
0.2909	-0.03678	19.83
0.2544	-0.03628	19.831
0.1988	-0.01752	19.8399
0.1614	-0.01732	19.8402
0.1239	-0.00978	19.8404
0.0679	0.00882	19.8353
0.0306	0.0088	19.8359
-0.0243	0.02682	19.8401
-0.0602	0.0264	19.84
-0.0953	0.0331	19.8396
-0.1441	0.04834	19.8387
-0.1857	0.05378	19.8391
-0.162	0.02292	19.8379
-0.1325	0.0147	19.8401
-0.111	0.0136	19.841
-0.078	0.0024	19.8368
-0.0552	0.00192	19.8379
-0.0204	-0.00984	19.845
0.015	-0.01716	19.8389
0.0389	-0.01734	19.8388
0.0748	-0.02932	19.8485
0.1105	-0.03638	19.8395
0.1341	-0.03626	19.8406
0.1574	-0.0408	19.8417
0.1916	-0.052	19.8486
0.2139	-0.0517	19.8488
0.246	-0.06204	19.8442
0.2766	-0.06756	19.8491
0.2961	-0.06702	19.8491
0.3233	-0.07554	19.8463
0.3403	-0.07486	19.8468
0.3562	-0.0776	19.8472
0.378	-0.08432	19.8487
0.3911	-0.08346	19.8488
0.4029	-0.0853	19.8487
0.4206	-0.0912	19.8496
0.4594	-0.1074	19.8488
0.4997	-0.11606	19.8488
0.5681	-0.14098	19.8511
0.6114	-0.1396	19.8511
0.6523	-0.14682	19.8501
0.7091	-0.16454	19.8423
0.7602	-0.17248	19.8493
0.7908	-0.1704	19.8487
0.831	-0.18228	19.8356
0.8645	-0.1863	19.8475
0.8829	-0.18394	19.8431
0.9043	-0.18942	19.8323
0.9145	-0.18698	19.8311
0.9234	-0.18824	19.8428
0.9253	-0.18582	19.8427
0.9219	-0.18302	19.8316
0.9154	-0.18048	19.8319
0.8997	-0.17366	19.8437
0.8853	-0.1713	19.8449
0.8678	-0.16656	19.8463
0.8359	-0.15442	19.8323
0.8117	-0.15266	19.833
0.7914	-0.15016	19.8342
0.7719	-0.14658	19.8537
0.755	-0.14424	19.8365
0.7405	-0.1423	19.8382
0.7144	-0.13244	19.8559
0.694	-0.13064	19.8572
0.6594	-0.11804	19.8422
0.62	-0.10824	19.8597
0.5913	-0.10678	19.8608
0.5452	-0.0906	19.846
0.4953	-0.0791	19.863
0.4602	-0.078	19.8639
0.4054	-0.05916	19.85
0.3481	-0.0467	19.8655
0.2888	-0.03404	19.8528
0.2486	-0.03364	19.8537
0.2081	-0.02542	19.8546
0.1262	0.00752	19.8563
0.0853	-0.0007	19.8568
0.0676	-0.00644	19.8649
0.0312	0.00832	19.8635
0.0169	0.00234	19.8607
0.0096	0.001	19.8612
-0.0007	0.00426	19.8637
-0.0071	0.00398	19.8635
-0.0131	0.00502	19.8634
-0.0213	0.00754	19.8658
-0.0287	0.0087	19.864
-0.033	0.00832	19.8646
-0.0385	0.0099	19.867
-0.0416	0.00956	19.8675
-0.0442	0.00988	19.868
-0.0471	0.01058	19.8662
-0.0487	0.01038	19.8695
-0.0492	0.01004	19.8672
-0.0489	0.00966	19.8675
-0.0473	0.00882	19.8713
-0.0456	0.00844	19.8718
-0.0423	0.00714	19.869
-0.0394	0.00672	19.8694
-0.0341	0.0047	19.8735
-0.03	0.00436	19.874
-0.0255	0.0033	19.8744
